model,weights,forecast_date,num_last
COVIDhub-baseline,1.54827431179548e-05,2020-08-03,2
COVIDhub-ensemble,0.360973488756151,2020-08-03,2
CU-select,2.49729043335057e-05,2020-08-03,2
LANL-GrowthRate,1.08786793692642e-05,2020-08-03,2
UMass-MechBayes,0.609274972387724,2020-08-03,2
UT-Mobility,0.0295865310001073,2020-08-03,2
YYG-ParamSearch,7.02113688277558e-05,2020-08-03,2
epiforecasts-ensemble1,4.34621603690121e-05,2020-08-03,2
