model,weights,forecast_date,num_last
COVIDhub-baseline,5.82080500180815e-05,2020-07-20,2
COVIDhub-ensemble,0.000384527235505708,2020-07-20,2
CU-select,0.207797296111194,2020-07-20,2
LANL-GrowthRate,5.19209707602394e-05,2020-07-20,2
UMass-MechBayes,0.212483022372829,2020-07-20,2
UT-Mobility,0.578910822938664,2020-07-20,2
YYG-ParamSearch,0.000257678752615309,2020-07-20,2
epiforecasts-ensemble1,5.65235684128812e-05,2020-07-20,2
