forecast_date,target,target_end_date,location,type,quantile,value
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.01,301.953520505159
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.025,330.391328021402
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.05,362.760086537335
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.1,395.966637654819
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.15,420.493874059198
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.2,440.356721382095
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.25,457.307545915632
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.3,476.094806824978
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.35,491.826281492872
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.4,506.316737304303
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.45,524.764345145996
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.5,541.463461275509
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.55,558.737635166133
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.6,578.130694692379
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.65,595.00115638882
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.7,615.30772114126
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.75,639.237648903336
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.8,666.28302581821
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.85,702.596077765495
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.9,747.315509305466
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.95,824.963328621874
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.975,892.860565906404
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.99,1000.74093559246
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.01,323.188507326156
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.025,353.309900866166
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.05,391.557047524273
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.1,437.975533919713
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.15,466.693126596534
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.2,490.628467737975
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.25,512.522084815066
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.3,533.356698450417
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.35,551.359613072489
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.4,570.613012336649
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.45,590.181318781504
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.5,611.60961423255
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.55,634.467107121024
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.6,654.788430871473
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.65,680.598476873572
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.7,708.323261154608
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.75,738.340216344742
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.8,780.175174868584
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.85,828.656182799187
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.9,893.317476380294
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.95,1002.69040259164
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.975,1128.06038736945
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.99,1275.38349626936
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.01,296.977736607236
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.025,327.666713864411
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.05,361.327288656933
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.1,409.942823359919
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.15,446.94219555203
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.2,476.010008666314
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.25,501.139905772411
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.3,524.070722888226
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.35,546.556464155539
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.4,570.765863373492
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.45,591.751905554617
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.5,615.830315256816
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.55,641.807424667637
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.6,669.507878608532
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.65,703.118549634782
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.7,735.562292315624
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.75,780.326743579684
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.8,833.281847311237
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.85,886.460572251448
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.9,971.688921421029
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.95,1105.81311133014
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.975,1311.32410768758
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.99,1589.33920123988
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.01,273.665604727444
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.025,311.315111668302
