forecast_date,target,target_end_date,location,type,quantile,value
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.01,298.387686301716
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.025,319.615916824553
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.05,346.486512436294
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.1,376.646952239569
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.15,402.384901241265
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.2,423.314309893263
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.25,438.966166883125
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.3,456.649727006689
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.35,476.377491253981
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.4,495.512947338897
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.45,513.973236955823
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.5,530.49992264817
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.55,545.779442436593
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.6,563.087913982204
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.65,584.454478771298
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.7,607.314954098194
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.75,632.832447165592
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.8,660.353007313156
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.85,693.068976861722
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.9,738.955615336054
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.95,802.449460460913
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.975,881.482003798617
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.99,969.316385942387
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.01,305.913252460119
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.025,342.955019094549
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.05,367.858231148551
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.1,406.894579151129
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.15,436.028507241673
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.2,461.522650748456
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.25,484.079986754654
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.3,500.932209934224
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.35,527.238288153686
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.4,546.482179459582
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.45,567.693813933398
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.5,585.714071926209
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.55,607.855905241
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.6,629.375490456956
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.65,654.166396895548
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.7,676.750366178631
