model,weights,forecast_date,num_last
COVIDhub-baseline,2.36500398334966e-05,2020-07-20,2
COVIDhub-ensemble,0.000233333615281975,2020-07-20,2
CU-select,0.173591957986129,2020-07-20,2
LANL-GrowthRate,3.31197669338425e-05,2020-07-20,2
UMass-MechBayes,0.781232252051418,2020-07-20,2
UT-Mobility,0.0446413248962486,2020-07-20,2
YYG-ParamSearch,0.000208808586571972,2020-07-20,2
epiforecasts-ensemble1,3.555305758295e-05,2020-07-20,2
