model,weights,forecast_date,num_last
COVIDhub-baseline,0.000206879856122538,2020-07-06,2
COVIDhub-ensemble,0.837105542997041,2020-07-06,2
CU-select,0.0159784099468951,2020-07-06,2
LANL-GrowthRate,4.29841646362043e-05,2020-07-06,2
UMass-MechBayes,0.00175764707676667,2020-07-06,2
UT-Mobility,0.144562843702888,2020-07-06,2
YYG-ParamSearch,0.000246438533322209,2020-07-06,2
epiforecasts-ensemble1,9.9253722328356e-05,2020-07-06,2
