model,weights,forecast_date,num_last
COVIDhub-baseline,2.52400608317191e-05,2020-07-13,2
COVIDhub-ensemble,4.75187484309067e-05,2020-07-13,2
CU-select,0.115636512245804,2020-07-13,2
LANL-GrowthRate,2.79710830155383e-05,2020-07-13,2
UMass-MechBayes,0.147592539407864,2020-07-13,2
UT-Mobility,0.73659927203607,2020-07-13,2
YYG-ParamSearch,3.46186940830655e-05,2020-07-13,2
epiforecasts-ensemble1,3.63277239008204e-05,2020-07-13,2
