forecast_date,target,target_end_date,location,type,quantile,value
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.01,332.239470218215
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.025,359.728439080567
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.05,386.539776373819
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.1,418.97640626116
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.15,443.393621309055
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.2,464.215266948211
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.25,480.591409250578
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.3,498.700345891703
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.35,513.761876879867
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.4,528.346613791537
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.45,544.786614506995
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.5,561.117422956547
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.55,577.123031498234
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.6,596.903678122083
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.65,613.821173310988
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.7,633.012610439596
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.75,657.308645712412
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.8,680.673295203983
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.85,717.620894736736
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.9,760.91760341002
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.95,837.479190498818
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.975,905.137887504878
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.99,1010.01914207594
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.01,368.628095586088
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.025,399.350480972674
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.05,438.855180500425
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.1,488.570955818311
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.15,518.931434987106
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.2,544.548836377477
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.25,567.350338692245
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.3,589.450392394943
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.35,607.321913109711
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.4,627.760035471428
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.45,647.46876610603
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.5,668.307647661006
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.55,691.765126922888
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.6,711.639757066537
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.65,738.3125673326
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.7,768.642386786102
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.75,799.762458530816
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.8,842.953178512198
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.85,889.912782468697
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.9,955.500465525142
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.95,1066.62497644421
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.975,1192.76677581171
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.99,1336.20952389009
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.01,349.463649019131
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.025,380.751271045421
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.05,419.319907675071
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.1,469.824181556197
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.15,509.368322691839
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.2,541.657795156256
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.25,568.394957778659
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.3,593.270858663314
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.35,617.499213299669
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.4,644.159792464023
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.45,666.887622505667
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.5,691.958289808504
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.55,718.945935296855
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.6,748.512296930323
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.65,783.258632926516
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.7,816.283132190721
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.75,865.191087111096
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.8,918.720339425637
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.85,971.823837209608
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.9,1059.04635230176
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.95,1198.04045911602
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.975,1428.66215059742
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.99,1739.41024571169
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.01,330.304368746236
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.025,374.024226843921
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.05,420.153150675307
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.1,473.879572300545
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.15,514.207643569301
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.2,545.461960641788
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.25,576.727753593239
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.3,604.037338789302
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.35,628.762474719057
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.4,658.001535749919
