forecast_date,target,target_end_date,location,type,quantile,value
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.01,250.247881137447
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.025,281.994786028534
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.05,309.482203689038
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.1,339.944858659041
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.15,370.130800054874
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.2,390.371095431637
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.25,408.90817789114
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.3,425.721407646104
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.35,447.534400409791
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.4,468.378192022174
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.45,487.319753163413
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.5,502.710795997505
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.55,519.546689126699
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.6,538.137062476898
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.65,556.165376609701
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.7,576.199912675644
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.75,605.482024022011
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.8,631.84098528929
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.85,673.005354759758
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.9,724.774763603049
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.95,834.470284238486
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.975,914.744047822417
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.99,1000.05795695042
2020-07-13,2 wk ahead inc death,2020-07-25,04,quantile,0.01,271.666878304025
2020-07-13,2 wk ahead inc death,2020-07-25,04,quantile,0.025,329.825969612589
2020-07-13,2 wk ahead inc death,2020-07-25,04,quantile,0.05,373.831447176355
2020-07-13,2 wk ahead inc death,2020-07-25,04,quantile,0.1,434.85740638505
2020-07-13,2 wk ahead inc death,2020-07-25,04,quantile,0.15,473.601238353448
