forecast_date,target,target_end_date,location,type,quantile,value
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.01,245.353856645489
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.025,272.268333670215
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.05,302.98609214244
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.1,338.64074943188
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.15,368.223728113859
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.2,385.41782370284
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.25,400.426858736489
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.3,414.288145709752
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.35,427.939629619459
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.4,441.558172507367
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.45,454.919469072791
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.5,466.72226876179
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.55,479.058047768417
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.6,493.552956673231
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.65,507.929118913454
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.7,524.422767902592
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.75,540.903597931948
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.8,564.733735927679
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.85,591.980455256729
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.9,633.017461505388
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.95,685.577959856552
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.975,731.046215218908
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.99,806.409393094746
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.01,222.343111741999
