forecast_date,target,target_end_date,location,type,quantile,value
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.01,287.637769873604
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.025,302.538299098783
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.05,325.388787032105
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.1,354.451148245411
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.15,384.861650475908
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.2,396.912864930782
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.25,407.526695020117
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.3,420.502982626665
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.35,434.145579911596
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.4,445.919387724748
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.45,456.882045068795
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.5,466.697294404152
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.55,475.570782964885
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.6,486.316219590238
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.65,499.307985187322
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.7,512.572812297147
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.75,529.731967337669
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.8,560.999801994473
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.85,595.557527452987
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.9,635.230712237089
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.95,682.543046506197
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.975,715.464001271792
2020-08-03,1 wk ahead inc death,2020-08-08,04,quantile,0.99,793.277221266385
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.01,248.394387805334
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.025,267.1708856664
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.05,291.336892481402
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.1,313.633822321937
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.15,349.329428468512
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.2,361.761595474811
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.25,373.993946636137
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.3,387.664721724289
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.35,403.341263506779
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.4,417.191265143948
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.45,433.280904603391
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.5,450.441407673135
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.55,467.468637391374
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.6,484.327167852531
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.65,502.844484016396
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.7,521.195255739121
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.75,541.932433603643
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.8,565.403272170313
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.85,596.420793641585
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.9,632.604138486103
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.95,695.461730413566
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.975,767.944797438025
2020-08-03,2 wk ahead inc death,2020-08-15,04,quantile,0.99,873.134223688668
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.01,190.36320718558
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.025,217.600954305656
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.05,234.729966957204
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.1,264.304716910522
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.15,293.57413432436
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.2,315.838577098277
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.25,336.183654003186
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.3,349.907516646122
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.35,371.70537123829
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.4,387.587511890673
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.45,405.084983992216
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.5,426.422045950463
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.55,446.913108649752
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.6,465.108155436791
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.65,488.649030308318
2020-08-03,3 wk ahead inc death,2020-08-22,04,quantile,0.7,507.035134811225
