model,weights,forecast_date,num_last
COVIDhub-baseline,1.98770379969923e-05,2020-08-03,2
COVIDhub-ensemble,0.328007045716253,2020-08-03,2
CU-select,1.65217467462297e-05,2020-08-03,2
LANL-GrowthRate,1.29282219579426e-05,2020-08-03,2
UMass-MechBayes,0.505780129338233,2020-08-03,2
UT-Mobility,0.16582297956449,2020-08-03,2
YYG-ParamSearch,0.000335372558374684,2020-08-03,2
epiforecasts-ensemble1,5.14581594859463e-06,2020-08-03,2
