model,weights,forecast_date,num_last
COVIDhub-baseline,9.30574916942929e-05,2020-06-29,2
COVIDhub-ensemble,0.840498216645666,2020-06-29,2
CU-select,0.0573175126406178,2020-06-29,2
LANL-GrowthRate,5.43676461510674e-05,2020-06-29,2
UMass-MechBayes,0.000110465553720388,2020-06-29,2
UT-Mobility,3.88723104125471e-05,2020-06-29,2
YYG-ParamSearch,0.101253776106411,2020-06-29,2
epiforecasts-ensemble1,0.000633731605327509,2020-06-29,2
