model,weights,forecast_date,num_last
COVIDhub-baseline,1.93911705570472e-05,2020-07-27,2
COVIDhub-ensemble,0.000182430314573046,2020-07-27,2
CU-select,4.49915428733582e-05,2020-07-27,2
LANL-GrowthRate,1.95143811110482e-05,2020-07-27,2
UMass-MechBayes,0.760107123902328,2020-07-27,2
UT-Mobility,0.20913396535785,2020-07-27,2
YYG-ParamSearch,0.0304423263426482,2020-07-27,2
epiforecasts-ensemble1,5.02569880599969e-05,2020-07-27,2
