model,weights,forecast_date,num_last
COVIDhub-baseline,2.57623696554768e-05,2020-07-13,2
COVIDhub-ensemble,5.51687087331051e-05,2020-07-13,2
CU-select,0.120780713976457,2020-07-13,2
LANL-GrowthRate,2.61878801642896e-05,2020-07-13,2
UMass-MechBayes,0.149155791900369,2020-07-13,2
UT-Mobility,0.729892156497254,2020-07-13,2
YYG-ParamSearch,3.78704960568752e-05,2020-07-13,2
epiforecasts-ensemble1,2.63481713111793e-05,2020-07-13,2
