model,weights,forecast_date,num_last
COVIDhub-baseline,0.000135194425924087,2020-07-06,2
COVIDhub-ensemble,0.824301347264912,2020-07-06,2
CU-select,0.0104446357670508,2020-07-06,2
LANL-GrowthRate,4.23454528493853e-05,2020-07-06,2
UMass-MechBayes,0.0115103656445394,2020-07-06,2
UT-Mobility,0.153303593776637,2020-07-06,2
YYG-ParamSearch,0.000166542838953045,2020-07-06,2
epiforecasts-ensemble1,9.59748291350855e-05,2020-07-06,2
