forecast_date,target,target_end_date,location,type,quantile,value
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.01,289.389794183372
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.025,314.948803792748
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.05,348.62628059716
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.1,383.332895760072
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.15,408.466880557049
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.2,428.807175347502
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.25,445.386519274077
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.3,465.570808967614
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.35,482.434669152417
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.4,496.930011908171
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.45,515.884885431009
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.5,533.027761912698
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.55,550.94208325326
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.6,571.762251181224
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.65,589.372303058138
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.7,610.42588567547
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.75,634.604585917008
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.8,662.667191018399
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.85,699.636959539838
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.9,747.132024791914
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.95,830.6018119318
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.975,903.490082842118
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.99,1020.37080157086
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.01,317.810918958064
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.025,346.923249592541
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.05,386.269662872388
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.1,435.898113310167
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.15,464.202826063791
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.2,488.994701955669
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.25,512.17657585865
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.3,533.975862715435
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.35,553.21139812627
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.4,573.919684069628
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.45,594.183324566481
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.5,616.415782222739
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.55,639.985602040745
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.6,661.434088953936
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.65,689.615768880174
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.7,718.283347538932
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.75,750.355722252652
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.8,795.429164306302
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.85,846.187539035367
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.9,915.107769241445
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.95,1027.99793262235
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.975,1160.80267671154
2020-07-27,2 wk ahead inc death,2020-08-08,04,quantile,0.99,1325.31641659297
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.01,292.224521427992
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.025,323.434971487035
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.05,358.636604959346
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.1,409.914252215108
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.15,447.299525715497
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.2,479.372124669822
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.25,506.843245614689
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.3,531.916782755584
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.35,556.517182230409
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.4,582.29653597754
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.45,604.697214127376
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.5,629.85555545192
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.55,656.608439786925
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.6,685.300339823812
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.65,720.927469484865
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.7,755.488914530244
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.75,803.932521672225
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.8,860.229835394921
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.85,916.750691012724
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.9,1009.03034752578
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.95,1150.3224505023
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.975,1373.75077172498
2020-07-27,3 wk ahead inc death,2020-08-15,04,quantile,0.99,1678.34676360964
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.01,273.315289771764
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.025,312.526947139825
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.05,353.73933895174
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.1,404.224547775495
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.15,443.181264442212
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.2,473.441475572559
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.25,503.469142554852
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.3,530.649381242736
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.35,554.78685501701
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.4,583.294604318448
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.45,613.496856215698
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.5,644.024735745586
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.55,675.426858575279
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.6,713.277161586216
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.65,751.526068477696
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.7,794.880934237894
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.75,841.467180968408
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.8,896.941621534325
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.85,969.933362721941
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.9,1078.67393572893
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.95,1258.24494950703
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.975,1564.55577500778
2020-07-27,4 wk ahead inc death,2020-08-22,04,quantile,0.99,1882.17166576442
2020-07-27,1 wk ahead inc death,2020-08-01,04,point,,534.41374540933
2020-07-27,2 wk ahead inc death,2020-08-08,04,point,,618.137479402055
2020-07-27,3 wk ahead inc death,2020-08-15,04,point,,631.228102706123
2020-07-27,4 wk ahead inc death,2020-08-22,04,point,,645.041515379905
2020-07-27,1 wk ahead inc death,2020-08-01,06,quantile,0.01,542.325512749577
2020-07-27,1 wk ahead inc death,2020-08-01,06,quantile,0.025,581.086157568264
2020-07-27,1 wk ahead inc death,2020-08-01,06,quantile,0.05,619.379495211291
2020-07-27,1 wk ahead inc death,2020-08-01,06,quantile,0.1,662.22043356648
2020-07-27,1 wk ahead inc death,2020-08-01,06,quantile,0.15,690.009633922455
2020-07-27,1 wk ahead inc death,2020-08-01,06,quantile,0.2,716.524959683084
