quantile,value,type,location,target,forecast_date,target_end_date
0.6,6370,quantile,US,2 wk ahead inc death,2020-08-10,2020-08-22
0.65,6567,quantile,US,2 wk ahead inc death,2020-08-10,2020-08-22
0.7,6766,quantile,US,2 wk ahead inc death,2020-08-10,2020-08-22
0.75,6940,quantile,US,2 wk ahead inc death,2020-08-10,2020-08-22
0.8,7148,quantile,US,2 wk ahead inc death,2020-08-10,2020-08-22
0.85,7421,quantile,US,2 wk ahead inc death,2020-08-10,2020-08-22
0.9,7781,quantile,US,2 wk ahead inc death,2020-08-10,2020-08-22
0.95,8273,quantile,US,2 wk ahead inc death,2020-08-10,2020-08-22
0.975,8755,quantile,US,2 wk ahead inc death,2020-08-10,2020-08-22
0.99,9184,quantile,US,2 wk ahead inc death,2020-08-10,2020-08-22
0.01,2652,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.025,3030,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.05,3307,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.1,3766,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.15,3984,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.2,4203,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.25,4464,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.3,4655,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.35,4837,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.4,5026,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.45,5195,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.5,5368,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
,5368,point,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.55,5557,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.6,5718,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.65,5882,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.7,6099,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.75,6304,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.8,6540,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.85,6868,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.9,7260,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.95,7791,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.975,8313,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.99,8976,quantile,US,3 wk ahead inc death,2020-08-10,2020-08-29
0.01,1895,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.025,2122,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.05,2527,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.1,2861,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.15,3078,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.2,3301,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.25,3517,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.3,3751,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.35,3939,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.4,4145,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.45,4321,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.5,4536,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
,4536,point,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.55,4691,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.6,4894,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.65,5096,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.7,5350,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.75,5669,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.8,5954,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.85,6279,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.9,6687,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.95,7301,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.975,7766,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.99,8356,quantile,US,4 wk ahead inc death,2020-08-10,2020-09-05
0.01,0,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.025,0,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.05,1,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.1,1,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.15,1,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.2,2,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.25,2,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.3,2,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.35,2,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.4,3,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.45,3,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.5,3,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
,3,point,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.55,3,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.6,3,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.65,4,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.7,4,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.75,5,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.8,5,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.85,5,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.9,6,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.95,7,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.975,8,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.99,9,quantile,02,1 wk ahead inc death,2020-08-10,2020-08-15
0.01,0,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.025,0,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.05,0,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.1,1,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.15,1,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.2,1,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.25,1,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.3,2,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.35,2,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.4,2,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.45,2,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.5,2,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
,2,point,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.55,3,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.6,3,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.65,3,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.7,4,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.75,4,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.8,4,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.85,5,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.9,5,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.95,6,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.975,7,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.99,9,quantile,02,2 wk ahead inc death,2020-08-10,2020-08-22
0.01,0,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.025,0,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.05,0,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.1,0,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.15,0,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.2,1,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.25,1,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.3,1,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.35,1,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.4,2,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.45,2,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.5,2,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
,2,point,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.55,2,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.6,2,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.65,3,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.7,3,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.75,3,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.8,4,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.85,4,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.9,5,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.95,6,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.975,7,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.99,8,quantile,02,3 wk ahead inc death,2020-08-10,2020-08-29
0.01,0,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.025,0,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.05,0,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.1,0,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.15,0,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.2,0,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.25,0,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.3,1,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.35,1,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.4,1,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.45,1,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.5,1,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
,1,point,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.55,2,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.6,2,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.65,2,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.7,2,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.75,3,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.8,3,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.85,4,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.9,5,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.95,6,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.975,7,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.99,8,quantile,02,4 wk ahead inc death,2020-08-10,2020-09-05
0.01,59,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.025,69,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.05,80,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.1,91,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.15,101,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.2,110,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.25,118,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.3,124,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.35,131,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.4,139,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.45,145,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.5,151,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
,151,point,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.55,158,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.6,164,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.65,170,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.7,179,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.75,188,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.8,196,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.85,211,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.9,230,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.95,256,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.975,288,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.99,324,quantile,01,1 wk ahead inc death,2020-08-10,2020-08-15
0.01,48,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.025,59,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.05,66,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.1,77,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.15,87,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.2,92,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.25,98,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.3,105,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.35,112,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.4,120,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.45,126,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.5,133,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
,133,point,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.55,139,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.6,147,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.65,155,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.7,163,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.75,172,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.8,183,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.85,195,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.9,211,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.95,241,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.975,273,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.99,311,quantile,01,2 wk ahead inc death,2020-08-10,2020-08-22
0.01,32,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.025,38,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.05,48,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.1,57,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.15,65,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.2,74,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.25,82,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.3,89,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.35,96,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.4,103,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.45,109,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.5,118,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
,118,point,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.55,126,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.6,134,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.65,143,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.7,151,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.75,163,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.8,177,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.85,194,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.9,218,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.95,245,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.975,276,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.99,340,quantile,01,3 wk ahead inc death,2020-08-10,2020-08-29
0.01,23,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.025,28,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.05,34,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.1,42,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.15,50,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.2,57,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.25,62,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.3,69,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.35,76,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.4,84,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.45,90,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.5,97,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
,97,point,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.55,107,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.6,115,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.65,124,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.7,136,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.75,146,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.8,162,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.85,176,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.9,195,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.95,235,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.975,281,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.99,329,quantile,01,4 wk ahead inc death,2020-08-10,2020-09-05
0.01,32,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.025,35,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.05,38,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.1,43,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.15,46,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.2,49,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.25,51,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.3,54,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.35,56,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.4,58,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.45,60,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.5,62,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
,62,point,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.55,65,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.6,68,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.65,71,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.7,73,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.75,76,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.8,79,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.85,84,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.9,88,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.95,99,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.975,109,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.99,115,quantile,05,1 wk ahead inc death,2020-08-10,2020-08-15
0.01,21,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.025,25,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.05,29,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.1,34,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.15,38,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.2,41,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.25,43,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.3,45,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.35,48,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.4,51,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.45,54,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.5,56,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
,56,point,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.55,58,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.6,60,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.65,63,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.7,67,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.75,70,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.8,74,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.85,79,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.9,85,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.95,96,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.975,111,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.99,123,quantile,05,2 wk ahead inc death,2020-08-10,2020-08-22
0.01,14,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.025,17,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.05,21,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.1,26,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.15,29,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.2,32,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.25,34,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.3,37,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.35,40,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.4,43,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.45,46,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.5,48,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
,48,point,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.55,52,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.6,56,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.65,59,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.7,64,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.75,68,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.8,73,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.85,79,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.9,90,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.95,105,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.975,115,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.99,132,quantile,05,3 wk ahead inc death,2020-08-10,2020-08-29
0.01,8,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.025,10,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.05,13,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.1,16,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.15,20,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.2,24,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.25,26,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.3,29,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.35,32,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.4,35,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.45,38,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.5,40,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
,40,point,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.55,44,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.6,47,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
0.65,52,quantile,05,4 wk ahead inc death,2020-08-10,2020-09-05
