model,weights,forecast_date,num_last
COVIDhub-baseline,0,2020-07-27,2
COVIDhub-ensemble,0,2020-07-27,2
CU-select,0.417964121421318,2020-07-27,2
epiforecasts-ensemble1,0,2020-07-27,2
LANL-GrowthRate,0,2020-07-27,2
UMass-MechBayes,0.060717373238852,2020-07-27,2
UT-Mobility,0.277408101432244,2020-07-27,2
YYG-ParamSearch,0.243910403907586,2020-07-27,2
