model,weights,forecast_date,num_last
COVIDhub-baseline,4.70584184831791e-06,2020-07-27,2
COVIDhub-ensemble,0.000196318566630944,2020-07-27,2
CU-select,1.01502268811907e-05,2020-07-27,2
LANL-GrowthRate,3.83854001821852e-06,2020-07-27,2
UMass-MechBayes,0.773127380331141,2020-07-27,2
UT-Mobility,0.208554107903527,2020-07-27,2
YYG-ParamSearch,0.0180893282925187,2020-07-27,2
epiforecasts-ensemble1,1.41702974341754e-05,2020-07-27,2
