model,weights,forecast_date,num_last
COVIDhub-baseline,1.9786375130444e-05,2020-06-29,2
COVIDhub-ensemble,0.856151122580832,2020-06-29,2
CU-select,0.143662742082235,2020-06-29,2
LANL-GrowthRate,7.13437738407963e-05,2020-06-29,2
UMass-MechBayes,1.93989562615979e-05,2020-06-29,2
UT-Mobility,1.99964303914531e-05,2020-06-29,2
YYG-ParamSearch,4.16260462908993e-05,2020-06-29,2
epiforecasts-ensemble1,1.39837550184288e-05,2020-06-29,2
