forecast_date,target,target_end_date,location,type,quantile,value
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.01,174.98
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.025,191
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.05,207.95
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.1,230.9
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.15,249
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.2,262
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.25,273.75
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.3,288
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.35,299.65
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.4,313
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.45,322.55
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.5,332
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.55,345
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.6,360
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.65,376.35
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.7,396
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.75,414.25
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.8,438
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.85,462.15
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.9,499.2
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.95,571.05
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.975,633.125
2020-08-17,1 wk ahead inc death,2020-08-22,04,quantile,0.99,679.01
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.01,159.96
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.025,182.975
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.05,200
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.1,223
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.15,238.85
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.2,255
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.25,270.75
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.3,284
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.35,301
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.4,314.6
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.45,327
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.5,340
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.55,354.45
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.6,373.4
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.65,394.35
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.7,411
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.75,435
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.8,461.4
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.85,506.15
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.9,563.1
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.95,658.1
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.975,743.075
2020-08-17,2 wk ahead inc death,2020-08-29,04,quantile,0.99,914.18
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.01,109.99
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.025,128.95
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.05,143.9
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.1,166
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.15,184
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.2,196.8
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.25,208.75
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.3,220.7
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.35,230
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.4,240
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.45,251
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.5,268
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.55,282
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.6,294
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.65,314
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.7,335
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.75,363
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.8,393
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.85,449.15
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.9,520.1
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.95,633.25
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.975,735.125
2020-08-17,3 wk ahead inc death,2020-09-05,04,quantile,0.99,1055.92
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.01,76
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.025,85.975
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.05,98.95
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.1,115
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.15,127
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.2,136.8
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.25,148
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.3,159.7
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.35,171
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.4,181
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.45,193
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.5,208.5
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.55,221
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.6,232
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.65,249
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.7,270
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.75,300.5
2020-08-17,4 wk ahead inc death,2020-09-12,04,quantile,0.8,337.2
