forecast_date,target,target_end_date,location,type,quantile,value
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.01,326.344356844697
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.025,349.09825568315
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.05,373.597361389397
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.1,400.212590204074
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.15,422.692841216091
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.2,441.499272193775
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.25,455.547984711173
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.3,470.85480398308
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.35,488.988572844286
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.4,508.393859422858
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.45,526.318848496407
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.5,542.57101445101
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.55,555.413175055434
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.6,570.718096028336
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.65,587.346781357578
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.7,607.732717906304
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.75,630.51013891469
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.8,653.017617015233
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.85,676.338440549911
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.9,715.122497920489
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.95,767.764963436345
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.975,831.773352372731
2020-07-20,1 wk ahead inc death,2020-07-25,04,quantile,0.99,898.955653290398
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.01,340.163357915287
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.025,372.51401508194
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.05,395.740852376043
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.1,430.890123213807
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.15,458.28208189625
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.2,480.938547189395
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.25,501.577635374541
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.3,516.464536252106
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.35,541.215680964825
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.4,558.241790271956
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.45,577.207913510647
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.5,594.459158682039
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.55,613.814429176016
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.6,631.532573384745
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.65,653.123780898372
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.7,671.866337476763
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.75,701.498924573384
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.8,732.255392558859
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.85,765.840870839385
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.9,809.486631312399
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.95,879.029247478325
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.975,942.34814415734
2020-07-20,2 wk ahead inc death,2020-08-01,04,quantile,0.99,1021.0146812881
2020-07-20,3 wk ahead inc death,2020-08-08,04,quantile,0.01,320.033972206347
2020-07-20,3 wk ahead inc death,2020-08-08,04,quantile,0.025,347.881444671655
2020-07-20,3 wk ahead inc death,2020-08-08,04,quantile,0.05,371.348756128818
2020-07-20,3 wk ahead inc death,2020-08-08,04,quantile,0.1,410.400402401469
2020-07-20,3 wk ahead inc death,2020-08-08,04,quantile,0.15,434.277555142739
2020-07-20,3 wk ahead inc death,2020-08-08,04,quantile,0.2,449.799680938278
2020-07-20,3 wk ahead inc death,2020-08-08,04,quantile,0.25,471.356648198475
2020-07-20,3 wk ahead inc death,2020-08-08,04,quantile,0.3,489.745621717741
2020-07-20,3 wk ahead inc death,2020-08-08,04,quantile,0.35,513.227033543466
