forecast_date,target,target_end_date,location,type,quantile,value
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.01,3628.398763505
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.025,3762.698850972
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.05,3905.275916865
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.1,4193.368249084
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.15,4387.057645054
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.2,4527.974463497
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.25,4672.683657005
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.3,4822.776287709
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.35,4955.666157087
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.4,5103.76576993
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.45,5251.973367825
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.5,5393.011326795
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.55,5586.516794915
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.6,5753.035606015
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.65,5910.046924806
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.7,6079.0933242
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.75,6273.058590551
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.8,6465.662176274
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.85,6671.993347535
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.9,6987.899008366
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.95,7493.7629407
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.975,7875.3293496
2020-07-20,1 wk ahead inc death,2020-07-25,US,quantile,0.99,8260.583468
2020-07-20,1 wk ahead inc death,2020-07-25,US,point,,5609.71822246
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.01,143745.060524
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.025,143879.268443
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.05,144021.825174
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.1,144309.866504
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.15,144503.522454
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.2,144644.378461
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.25,144789.057866
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.3,144939.18518
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.35,145072.069498
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.4,145220.029845
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.45,145368.297375
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.5,145509.011327
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.55,145702.115147
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.6,145868.808871
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.65,146025.877241
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.7,146194.949016
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.75,146388.908637
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.8,146581.420073
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.85,146787.729613
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.9,147103.56478
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.95,147609.170574
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.975,147990.743965
2020-07-20,1 wk ahead cum death,2020-07-25,US,quantile,0.99,148375.927722
2020-07-20,1 wk ahead cum death,2020-07-25,US,point,,145725.718222
2020-07-20,2 wk ahead inc death,2020-08-01,US,quantile,0.01,3611.293550304
