model,weights,forecast_date,num_last
COVIDhub-baseline,0,2020-07-13,2
COVIDhub-ensemble,0,2020-07-13,2
CU-select,0.349920693185379,2020-07-13,2
epiforecasts-ensemble1,0.0231186373099528,2020-07-13,2
LANL-GrowthRate,0,2020-07-13,2
UMass-MechBayes,0,2020-07-13,2
UT-Mobility,0.42992985504082,2020-07-13,2
YYG-ParamSearch,0.197030814463848,2020-07-13,2
