model,weights,forecast_date,num_last
COVIDhub-baseline,0,2020-08-03,2
COVIDhub-ensemble,0.72884135433208,2020-08-03,2
CU-select,0,2020-08-03,2
epiforecasts-ensemble1,0,2020-08-03,2
LANL-GrowthRate,0,2020-08-03,2
UMass-MechBayes,0,2020-08-03,2
UT-Mobility,0.004048066230414,2020-08-03,2
YYG-ParamSearch,0.267110579437506,2020-08-03,2
